House_ID,State,City,Property_Type,Bedrooms,Bathrooms,Area_sqm,Age_Years,Parking_Spaces,Price_NGN
H0788,Federal Capital Territory,Gwagwalada,Detached Duplex,4,4,310,28,3,193600000
H0881,Nasarawa,Lafia,Detached Duplex,5,4,424,9,6,123100000
H0121,Kwara,Ilorin,Detached Duplex,5,5,83,12,2,52900000
H0663,Anambra,Awka,Flat,4,3,602,29,1,96600000
H0143,Plateau,Jos,Semi-Detached Duplex,4,3,662,1,6,140500000
H0396,Delta,Asaba,Flat,2,1,321,16,5,54300000
H0296,Ebonyi,Abakaliki,Terrace Duplex,7,7,773,26,0,115100000
H0377,Rivers,Bonny,Flat,2,2,541,20,6,101200000
H0803,Yobe,Damaturu,Bungalow,6,5,469,34,3,47800000
H0513,Borno,Maiduguri,Terrace Duplex,2,3,103,34,1,19900000
H0336,Osun,Osogbo,Bungalow,4,4,658,21,3,84800000
H0838,Yobe,Damaturu,Detached Duplex,7,6,650,13,6,109500000
H0457,Kwara,Ilorin,Terrace Duplex,3,3,788,31,0,104700000
H0687,Cross River,Calabar,Terrace Duplex,4,5,458,23,0,93500000
H0907,Jigawa,Dutse,Semi-Detached Duplex,6,7,105,8,4,46600000
H0177,Taraba,Jalingo,Detached Duplex,3,3,276,16,4,56300000
H0232,Nasarawa,Keffi,Detached Duplex,6,6,160,27,5,74100000
H0302,Gombe,Gombe,Semi-Detached Duplex,7,7,380,10,3,74000000
H0735,Adamawa,Mubi,Detached Duplex,5,4,737,5,4,144200000
H0753,Ogun,Abeokuta,Terrace Duplex,7,7,611,10,4,186000000
H0866,Ekiti,Ado-Ekiti,Terrace Duplex,5,5,135,16,5,44400000
H0668,Kebbi,Birnin Kebbi,Semi-Detached Duplex,3,4,329,0,3,55600000
H0814,Borno,Maiduguri,Detached Duplex,3,4,493,11,4,97700000
H0451,Edo,Benin City,Semi-Detached Duplex,3,3,442,16,3,99100000
H0900,Kogi,Lokoja,Detached Duplex,2,2,588,2,4,113500000
H0186,Sokoto,Sokoto,Flat,1,1,50,13,0,10300000
H0750,Plateau,Bukuru,Detached Duplex,7,6,733,9,0,152500000
H0659,Akwa Ibom,Uyo,Semi-Detached Duplex,5,5,363,12,3,113400000
H0460,Imo,Orlu,Detached Duplex,1,1,436,9,6,124000000
H0472,Ebonyi,Abakaliki,Flat,1,1,110,13,3,19500000
H0341,Ekiti,Ado-Ekiti,Detached Duplex,6,6,106,27,2,56200000
H0069,Gombe,Gombe,Bungalow,3,3,400,20,4,45600000
H0343,Rivers,Port Harcourt,Detached Duplex,3,3,299,12,0,158100000
H0815,Kaduna,Kaduna,Semi-Detached Duplex,3,3,314,33,3,72800000
H0105,Akwa Ibom,Eket,Flat,1,1,605,33,4,67800000
H0522,Imo,Owerri,Flat,7,7,403,14,2,71500000
H0867,Akwa Ibom,Eket,Bungalow,1,1,527,17,5,86900000
H0863,Niger,Minna,Semi-Detached Duplex,3,3,482,28,0,71900000
H0167,Anambra,Nnewi,Terrace Duplex,4,4,720,30,3,138900000
H0660,Bauchi,Azare,Terrace Duplex,3,3,171,10,6,37700000
H0847,Abia,Aba,Detached Duplex,6,7,342,23,1,107500000
H0014,Sokoto,Sokoto,Terrace Duplex,2,3,790,30,0,78600000
H0798,Jigawa,Dutse,Flat,3,2,595,29,5,42000000
H0633,Benue,Makurdi,Flat,5,6,247,26,1,34600000
H0823,Yobe,Damaturu,Bungalow,5,5,338,22,5,43900000
H0224,Cross River,Ikom,Semi-Detached Duplex,6,5,533,21,3,119400000
H0799,Ogun,Sagamu,Terrace Duplex,1,1,254,7,6,70600000
H0239,Anambra,Onitsha,Semi-Detached Duplex,3,4,373,31,4,107300000
H0756,Kwara,Ilorin,Semi-Detached Duplex,2,2,259,25,6,53400000
H0549,Bayelsa,Yenagoa,Bungalow,3,3,405,22,3,58300000
H0229,Abia,Aba,Detached Duplex,1,2,676,9,4,158300000
H0581,Lagos,Lekki,Terrace Duplex,1,1,80,9,3,97400000
H0745,Imo,Orlu,Detached Duplex,7,6,778,8,3,229000000
H0268,Abia,Aba,Semi-Detached Duplex,7,7,701,33,1,153700000
H0353,Plateau,Bukuru,Detached Duplex,1,1,777,21,3,136900000
H0445,Gombe,Gombe,Terrace Duplex,7,7,95,5,1,38700000
H0794,Cross River,Ikom,Detached Duplex,7,6,736,13,0,187700000
H0631,Jigawa,Dutse,Bungalow,6,6,488,22,2,58900000
H0130,Benue,Makurdi,Flat,2,3,394,11,0,37100000
H0595,Sokoto,Sokoto,Detached Duplex,1,2,156,28,1,26600000
H0692,Rivers,Port Harcourt,Flat,4,4,693,29,5,159600000
H0918,Ekiti,Ado-Ekiti,Semi-Detached Duplex,3,3,643,3,0,114500000
H0398,Ogun,Abeokuta,Flat,1,1,377,17,4,62000000
H0068,Taraba,Jalingo,Detached Duplex,3,4,90,11,4,37200000
H0990,Ebonyi,Abakaliki,Semi-Detached Duplex,5,5,715,35,4,95800000
H0463,Nasarawa,Lafia,Flat,6,7,615,29,5,76800000
H0558,Kwara,Ilorin,Detached Duplex,6,7,204,16,3,81800000
H0852,Ebonyi,Abakaliki,Detached Duplex,6,7,745,33,5,122900000
H0298,Ogun,Sagamu,Detached Duplex,4,5,98,20,5,82200000
H0408,Zamfara,Gusau,Semi-Detached Duplex,3,4,334,18,2,52800000
H0242,Kano,Kano,Detached Duplex,5,6,414,34,2,117800000
H0965,Jigawa,Hadejia,Bungalow,1,2,491,20,1,50600000
H0705,Delta,Sapele,Semi-Detached Duplex,4,4,117,6,1,63600000
H0737,Plateau,Bukuru,Detached Duplex,1,1,45,28,5,20700000
H0477,Plateau,Jos,Flat,2,3,735,19,3,83600000
H0666,Anambra,Nnewi,Bungalow,2,3,97,4,2,47200000
H0878,Enugu,Enugu,Terrace Duplex,3,2,430,23,5,95800000
H0700,Rivers,Bonny,Detached Duplex,4,4,380,28,3,167800000
H0455,Benue,Gboko,Flat,5,4,168,21,0,29300000
H0435,Delta,Warri,Bungalow,4,4,480,11,3,99500000
H0606,Federal Capital Territory,Gwagwalada,Terrace Duplex,5,4,246,34,3,125600000
H0636,Osun,Osogbo,Semi-Detached Duplex,5,4,360,34,0,71800000
H0680,Adamawa,Mubi,Terrace Duplex,3,3,147,32,1,22700000
H0572,Plateau,Jos,Flat,1,1,294,15,1,29800000
H0049,Nasarawa,Keffi,Terrace Duplex,3,2,800,12,1,140400000
H0744,Adamawa,Mubi,Semi-Detached Duplex,4,3,736,11,2,95800000
H0417,Taraba,Jalingo,Terrace Duplex,5,4,278,2,3,47900000
H0394,Edo,Benin City,Flat,5,5,151,3,4,50200000
H0203,Sokoto,Sokoto,Detached Duplex,7,7,688,6,1,121600000
H0732,Bayelsa,Yenagoa,Flat,3,2,799,19,4,75400000
H0564,Taraba,Jalingo,Bungalow,5,5,258,15,1,36500000
H0118,Ebonyi,Abakaliki,Terrace Duplex,1,1,263,18,5,45900000
H0447,Enugu,Enugu,Semi-Detached Duplex,4,4,209,14,4,73300000
H0317,Katsina,Katsina,Semi-Detached Duplex,2,1,470,32,3,51400000
H0071,Jigawa,Hadejia,Detached Duplex,3,4,356,13,4,62600000
H0320,Kebbi,Birnin Kebbi,Semi-Detached Duplex,4,4,555,8,5,79000000
H0379,Federal Capital Territory,Abuja,Semi-Detached Duplex,5,6,396,2,3,304300000
H0021,Osun,Ile-Ife,Flat,4,5,630,10,1,75100000
H0470,Ekiti,Ado-Ekiti,Terrace Duplex,6,6,789,1,1,115500000
H0210,Jigawa,Dutse,Detached Duplex,1,1,244,1,1,42800000
H0267,Niger,Minna,Terrace Duplex,4,4,369,31,2,59800000
H0576,Cross River,Ikom,Flat,7,6,303,30,5,59900000
H0837,Kwara,Ilorin,Detached Duplex,6,6,636,1,6,179000000
H0098,Oyo,Ibadan,Semi-Detached Duplex,7,7,318,27,6,106200000
H0090,Anambra,Nnewi,Bungalow,3,3,743,5,3,160300000
H0172,Federal Capital Territory,Kuje,Flat,3,3,776,15,5,225500000
H0471,Katsina,Katsina,Flat,4,4,407,31,6,41600000
H0474,Bauchi,Azare,Semi-Detached Duplex,3,2,365,22,6,60600000
H0273,Kebbi,Birnin Kebbi,Terrace Duplex,4,5,563,21,5,63100000
H0329,Plateau,Bukuru,Flat,5,6,366,13,2,48300000
H0621,Kebbi,Birnin Kebbi,Detached Duplex,2,2,737,6,0,100700000
H0033,Imo,Owerri,Semi-Detached Duplex,1,1,367,29,4,70800000
H0637,Imo,Orlu,Detached Duplex,7,7,229,24,6,101100000
H0503,Gombe,Gombe,Flat,3,3,555,34,6,43600000
H0183,Gombe,Gombe,Semi-Detached Duplex,1,1,82,19,4,21600000
H0769,Abia,Umuahia,Bungalow,1,2,699,4,1,119400000
H0099,Adamawa,Mubi,Terrace Duplex,5,5,588,7,4,81100000
H0509,Anambra,Nnewi,Flat,4,4,144,5,1,51600000
H0023,Ekiti,Ado-Ekiti,Detached Duplex,5,4,507,12,3,117800000
H0605,Akwa Ibom,Eket,Detached Duplex,1,1,255,7,3,70500000
H0039,Ogun,Ijebu-Ode,Semi-Detached Duplex,7,7,723,14,6,195500000
H0645,Benue,Gboko,Terrace Duplex,1,1,61,6,3,18100000
H0096,Kebbi,Birnin Kebbi,Detached Duplex,2,2,494,12,6,70100000
H0354,Federal Capital Territory,Kuje,Terrace Duplex,7,7,169,20,1,125100000
H0548,Edo,Benin City,Flat,6,6,145,0,1,57800000
H0265,Kogi,Lokoja,Bungalow,3,2,205,23,5,34000000
H0340,Sokoto,Sokoto,Terrace Duplex,1,1,58,32,0,10400000
H0420,Rivers,Port Harcourt,Bungalow,5,4,247,9,3,115800000
H0086,Bayelsa,Yenagoa,Bungalow,1,1,407,10,0,49800000
H0370,Plateau,Jos,Bungalow,2,2,354,20,6,53300000
H0727,Kano,Kano,Terrace Duplex,2,2,216,5,5,67500000
H0270,Edo,Auchi,Bungalow,5,6,114,31,3,42400000
H0419,Zamfara,Gusau,Flat,5,5,734,25,0,54700000
H0402,Niger,Minna,Semi-Detached Duplex,6,7,769,34,6,112400000
H0734,Adamawa,Mubi,Detached Duplex,4,5,550,33,2,90600000
H0230,Katsina,Katsina,Flat,5,5,97,24,5,27100000
H0034,Akwa Ibom,Eket,Semi-Detached Duplex,2,3,481,7,5,114200000
H0790,Benue,Gboko,Detached Duplex,4,3,124,23,1,39800000
H0708,Enugu,Enugu,Semi-Detached Duplex,1,2,491,23,3,98200000
H0433,Enugu,Enugu,Semi-Detached Duplex,3,3,112,33,3,49400000
H0216,Abia,Aba,Semi-Detached Duplex,2,2,441,33,5,77600000
H0957,Borno,Maiduguri,Detached Duplex,7,7,451,4,4,102600000
H0365,Delta,Asaba,Flat,3,2,516,24,2,68900000
H0360,Katsina,Katsina,Terrace Duplex,5,5,683,4,6,106200000
H0271,Ekiti,Ado-Ekiti,Terrace Duplex,1,1,187,0,0,33800000
H0942,Niger,Suleja,Semi-Detached Duplex,7,7,558,12,3,115900000
H0070,Rivers,Bonny,Flat,1,2,181,1,3,55200000
H0602,Kogi,Okene,Flat,3,2,233,21,2,28000000
H0515,Osun,Osogbo,Terrace Duplex,5,5,588,18,6,106000000
H0020,Kwara,Ilorin,Flat,1,1,567,30,2,55100000
H0580,Borno,Maiduguri,Semi-Detached Duplex,3,4,88,22,1,29500000
H0501,Delta,Warri,Terrace Duplex,2,2,543,24,6,101700000
H0189,Sokoto,Sokoto,Bungalow,7,7,530,1,6,76600000
H0113,Kogi,Lokoja,Bungalow,5,4,293,30,6,51700000
H0308,Benue,Makurdi,Flat,4,4,555,1,3,57400000
H0479,Yobe,Damaturu,Detached Duplex,5,5,606,15,1,105000000
H0253,Sokoto,Sokoto,Semi-Detached Duplex,3,2,795,24,2,90000000
H0335,Bayelsa,Yenagoa,Semi-Detached Duplex,1,1,246,18,1,45300000
H0976,Taraba,Jalingo,Bungalow,5,4,415,29,0,44400000
H0044,Kaduna,Zaria,Flat,3,3,515,29,4,68100000
H0911,Gombe,Gombe,Terrace Duplex,6,5,597,15,6,89100000
H0833,Kebbi,Birnin Kebbi,Detached Duplex,2,2,633,30,6,89100000
H0964,Sokoto,Sokoto,Terrace Duplex,5,5,711,14,1,96200000
H0067,Gombe,Gombe,Detached Duplex,6,6,767,19,0,128200000
H0162,Anambra,Awka,Semi-Detached Duplex,4,3,251,12,4,82900000
H0725,Edo,Auchi,Terrace Duplex,4,4,568,20,0,104300000
H0938,Osun,Ile-Ife,Detached Duplex,2,2,251,10,6,67600000
H0677,Jigawa,Hadejia,Terrace Duplex,4,4,680,2,3,98200000
H0830,Enugu,Nsukka,Terrace Duplex,7,7,528,11,4,121600000
H0789,Edo,Benin City,Bungalow,3,3,750,34,0,102300000
H0707,Rivers,Port Harcourt,Semi-Detached Duplex,4,4,593,14,2,248800000
H0904,Kaduna,Zaria,Terrace Duplex,1,1,157,3,6,43500000
H0801,Edo,Auchi,Detached Duplex,6,7,300,22,6,129600000
H0392,Yobe,Damaturu,Terrace Duplex,3,3,705,10,6,82800000
H0527,Anambra,Awka,Flat,5,5,783,12,2,121600000
H0764,Kano,Kano,Flat,2,2,404,6,1,69700000
H0909,Enugu,Nsukka,Detached Duplex,2,3,344,33,0,90900000
H0926,Ogun,Abeokuta,Semi-Detached Duplex,4,5,189,28,6,77500000
H0140,Kogi,Okene,Bungalow,6,5,721,21,3,94600000
H0076,Rivers,Port Harcourt,Terrace Duplex,7,7,417,25,4,182600000
H0080,Delta,Warri,Terrace Duplex,4,3,352,14,4,96700000
H0535,Plateau,Jos,Terrace Duplex,4,4,61,30,2,25900000
H0059,Federal Capital Territory,Kuje,Bungalow,4,4,381,7,2,155000000
H0614,Jigawa,Dutse,Detached Duplex,1,1,229,31,0,34100000
H0366,Cross River,Ikom,Terrace Duplex,7,7,68,21,1,47600000
H0289,Osun,Osogbo,Semi-Detached Duplex,4,4,418,21,3,83900000
H0974,Kwara,Ilorin,Detached Duplex,5,6,558,6,0,153200000
H0074,Edo,Auchi,Flat,7,7,690,6,4,134800000
H0260,Kaduna,Kaduna,Terrace Duplex,7,6,281,16,0,98600000
H0312,Nasarawa,Lafia,Detached Duplex,6,6,494,21,2,139300000
H0672,Kebbi,Birnin Kebbi,Terrace Duplex,2,2,484,7,0,52100000
H0217,Delta,Warri,Detached Duplex,4,5,320,4,5,151800000
H0292,Enugu,Enugu,Bungalow,3,2,755,27,0,132300000
H0227,Yobe,Damaturu,Semi-Detached Duplex,3,3,788,31,0,70800000
H0468,Gombe,Gombe,Bungalow,6,5,708,34,5,76700000
H0050,Kano,Kano,Semi-Detached Duplex,4,4,689,0,6,189100000
H0153,Kano,Kano,Flat,2,3,440,4,2,71200000
H0650,Anambra,Awka,Flat,2,2,203,17,1,46300000
H0934,Bayelsa,Yenagoa,Detached Duplex,4,5,771,28,1,155300000
H0482,Imo,Orlu,Detached Duplex,5,5,760,30,6,171100000
H0293,Cross River,Calabar,Flat,3,3,283,21,2,45600000
H0516,Rivers,Port Harcourt,Bungalow,7,7,385,19,1,162600000
H0246,Ogun,Abeokuta,Flat,1,1,108,7,4,30700000
H0297,Zamfara,Gusau,Detached Duplex,6,6,503,23,1,89600000
H0250,Anambra,Onitsha,Terrace Duplex,3,3,122,19,1,50100000
H0951,Imo,Orlu,Bungalow,2,3,518,13,4,82200000
H0839,Bayelsa,Yenagoa,Bungalow,4,4,336,29,3,55800000
H0352,Kano,Kano,Detached Duplex,1,1,297,7,6,87800000
H0362,Cross River,Calabar,Flat,3,2,335,4,4,50300000
H0661,Cross River,Ikom,Flat,6,6,427,4,4,79500000
H0414,Abia,Umuahia,Bungalow,2,2,155,21,3,38900000
H0464,Katsina,Katsina,Terrace Duplex,4,3,297,19,1,41800000
H0048,Katsina,Katsina,Flat,4,4,565,6,0,53700000
H0117,Katsina,Katsina,Semi-Detached Duplex,5,6,525,18,6,84800000
H0202,Ondo,Akure,Flat,4,4,524,25,5,55500000
H0763,Rivers,Bonny,Flat,6,5,117,8,4,67400000
H0018,Cross River,Ikom,Detached Duplex,6,6,183,19,4,83900000
H0829,Bayelsa,Yenagoa,Terrace Duplex,3,4,625,32,6,85600000
H0625,Adamawa,Mubi,Detached Duplex,5,6,278,11,0,63500000
H0325,Plateau,Bukuru,Semi-Detached Duplex,4,4,184,19,2,52900000
H0026,Rivers,Bonny,Semi-Detached Duplex,2,2,576,30,3,140200000
H0295,Federal Capital Territory,Gwagwalada,Flat,7,7,680,12,5,229900000
H0817,Kwara,Ilorin,Terrace Duplex,4,4,658,0,6,119800000
H0418,Bayelsa,Yenagoa,Terrace Duplex,1,1,67,22,2,18300000
H0917,Katsina,Katsina,Semi-Detached Duplex,2,3,642,28,2,78500000
H0624,Akwa Ibom,Eket,Detached Duplex,7,6,158,5,6,98000000
H0136,Bauchi,Azare,Flat,1,1,371,27,6,31600000
H0609,Imo,Orlu,Semi-Detached Duplex,7,7,48,9,2,65500000
H0776,Ogun,Abeokuta,Detached Duplex,7,7,664,27,2,229800000
H0762,Borno,Maiduguri,Flat,6,6,502,15,3,48300000
H0481,Katsina,Katsina,Bungalow,2,2,561,12,1,58000000
H0028,Kogi,Okene,Terrace Duplex,7,7,72,22,6,40000000
H0718,Gombe,Gombe,Semi-Detached Duplex,5,4,95,26,1,34600000
H0439,Jigawa,Hadejia,Detached Duplex,5,4,709,9,5,115700000
H0643,Delta,Warri,Semi-Detached Duplex,7,6,493,14,6,166900000
H0029,Zamfara,Gusau,Detached Duplex,6,6,614,13,4,98600000
H0973,Kebbi,Birnin Kebbi,Bungalow,3,3,152,32,2,23400000
H0966,Ogun,Sagamu,Detached Duplex,6,5,734,4,4,284900000
H0436,Bayelsa,Yenagoa,Terrace Duplex,6,6,303,27,6,64800000
H0413,Abia,Aba,Detached Duplex,1,1,475,34,3,103200000
H0629,Kebbi,Birnin Kebbi,Semi-Detached Duplex,1,1,595,5,4,79200000
H0542,Adamawa,Mubi,Flat,4,4,170,24,6,23100000
H0334,Jigawa,Hadejia,Detached Duplex,2,2,70,16,1,26300000
H0078,Federal Capital Territory,Abuja,Flat,7,6,332,19,6,159900000
H0953,Edo,Auchi,Bungalow,7,7,752,28,1,134600000
H0795,Borno,Maiduguri,Bungalow,4,4,750,5,1,80300000
H0391,Yobe,Damaturu,Terrace Duplex,1,1,314,10,2,36600000
H0258,Bauchi,Azare,Terrace Duplex,1,1,272,1,3,37700000
